ano,componente,natureza_contabil,valor_reais_dez_2025,pib_reais_dez_2025,participacao_pib_pct,composicao_pct,total_calculado_reais_dez_2025,total_reportado_reais_dez_2025
2015,Auxílio-reclusão (transferência),Transferência previdenciária,753042176.01,9973912529656.303,0.007550118108324232,7.043388362270338,10691475995.33,10691475995.33
2016,Custódia e reintegração social,Gasto público,6588420835.34,9747820129596.121,0.06758865826151612,88.42619488885529,7450756920.64,7450756920.64
2016,Auxílio-reclusão (transferência),Transferência previdenciária,862336085.3,9747820129596.121,0.008846450527762548,11.573805111144702,7450756920.64,7450756920.64
2017,Custódia e reintegração social,Gasto público,12070755177.61,9960117492699.11,0.12119089143735517,92.84515369461343,13000953412.51,13000953412.51
2017,Auxílio-reclusão (transferência),Transferência previdenciária,930198234.9,9960117492699.11,0.009339229538023491,7.154846305386562,13000953412.51,13000953412.51
2018,Custódia e reintegração social,Gasto público,11899020236.72,10181388857657.186,0.11687030525085017,92.84647283827144,12815802122.55,12815802122.55
2018,Auxílio-reclusão (transferência),Transferência previdenciária,916781885.83,10181388857657.186,0.009004487488369621,7.153527161728563,12815802122.55,12815802122.55
2019,Custódia e reintegração social,Gasto público,11395253604.86,10400422816747.389,0.10956529177362553,93.5063085139505,12186614770.66,12186614770.66
2019,Auxílio-reclusão (transferência),Transferência previdenciária,791361165.8,10400422816747.389,0.007608932634216587,6.4936914860495065,12186614770.66,12186614770.66
2020,Custódia e reintegração social,Gasto público,10802307592.74,10268069828543.287,0.10520290349712692,94.4370663830454,11438631044.43,11438631044.43
2020,Auxílio-reclusão (transferência),Transferência previdenciária,636323451.69,10268069828543.287,0.0061971087294434,5.562933616954587,11438631044.43,11438631044.43
2021,Custódia e reintegração social,Gasto público,10044010656.19,10981371629335.133,0.09146408112952749,95.93792133907016,10469281089.27,10469281089.27
2021,Auxílio-reclusão (transferência),Transferência previdenciária,425270433.08,10981371629335.133,0.003872653138738626,4.062078660929842,10469281089.27,10469281089.27
2022,Custódia e reintegração social,Gasto público,10338959477.14,11597842301725.111,0.08914554283603374,96.03078193193176,10766297294.619999,10766297294.619999
2022,Auxílio-reclusão (transferência),Transferência previdenciária,427337817.48,11597842301725.111,0.0036846320751958836,3.969218068068248,10766297294.619999,10766297294.619999
2023,Custódia e reintegração social,Gasto público,10724001856.18,12028245971591.766,0.08915682204627241,96.86077109289286,11071563580.57,11071563580.57
2023,Auxílio-reclusão (transferência),Transferência previdenciária,347561724.39,12028245971591.766,0.0028895461999269806,3.1392289071071424,11071563580.57,11071563580.57
2024,Custódia e reintegração social,Gasto público,11324490427.31,12345427328384.613,0.09173024251070455,97.51811601403448,11612704275.05,11612704275.05
2024,Auxílio-reclusão (transferência),Transferência previdenciária,288213847.74,12345427328384.613,0.0023345797603728027,2.4818839859655264,11612704275.05,11612704275.05
2025,Custódia e reintegração social,Gasto público,13061660893.69,12700000000000.0,0.1028477235723622,97.97992188224605,13330956631.49,13330956631.49
2025,Auxílio-reclusão (transferência),Transferência previdenciária,269295737.8,12700000000000.0,0.0021204388803149608,2.0200781177539606,13330956631.49,13330956631.49
